train_id,train_name,train_type,section_id,date,scheduled_entry_time,scheduled_exit_time,actual_entry_time,actual_exit_time,delay_min,priority
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-NDLS-RE,2025-01-27,05:24:00,06:16:00,05:31:00,06:26:00,10,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-RE-AWR,2025-01-27,06:22:00,07:12:00,06:32:00,07:25:00,13,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-AWR-BKI,2025-01-27,07:18:00,08:03:00,07:31:00,08:19:00,16,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-BKI-JP,2025-01-27,08:09:00,09:04:00,08:25:00,09:22:00,18,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-NDLS-RE,2025-01-27,06:18:00,07:10:00,06:28:00,07:23:00,13,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-RE-AWR,2025-01-27,07:16:00,08:06:00,07:29:00,08:20:00,14,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-AWR-BKI,2025-01-27,08:12:00,08:57:00,08:27:00,09:15:00,18,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-BKI-JP,2025-01-27,09:03:00,09:58:00,09:23:00,10:19:00,21,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-NDLS-RE,2025-01-27,06:45:00,07:37:00,06:58:00,07:52:00,15,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-RE-AWR,2025-01-27,07:43:00,08:33:00,07:59:00,08:52:00,19,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-AWR-BKI,2025-01-27,08:39:00,09:24:00,09:00:00,09:48:00,24,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-BKI-JP,2025-01-27,09:30:00,10:25:00,09:54:00,10:50:00,25,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-NDLS-RE,2025-01-27,07:12:00,08:04:00,07:20:00,08:13:00,9,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-RE-AWR,2025-01-27,08:10:00,09:00:00,08:23:00,09:13:00,13,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-AWR-BKI,2025-01-27,09:06:00,09:51:00,09:22:00,10:10:00,19,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-BKI-JP,2025-01-27,09:57:00,10:52:00,10:18:00,11:13:00,21,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-NDLS-RE,2025-01-27,08:06:00,08:58:00,08:14:00,09:09:00,11,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-RE-AWR,2025-01-27,09:04:00,09:54:00,09:17:00,10:11:00,17,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-AWR-BKI,2025-01-27,10:00:00,10:45:00,10:19:00,11:07:00,22,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-BKI-JP,2025-01-27,10:51:00,11:46:00,11:13:00,12:13:00,27,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-NDLS-RE,2025-01-27,08:33:00,09:25:00,08:44:00,09:36:00,11,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-RE-AWR,2025-01-27,09:31:00,10:21:00,09:43:00,10:38:00,17,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-AWR-BKI,2025-01-27,10:27:00,11:12:00,10:45:00,11:33:00,21,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-BKI-JP,2025-01-27,11:18:00,12:13:00,11:42:00,12:38:00,25,HIGH
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-NDLS-RE,2025-01-27,09:00:00,10:02:00,09:13:00,10:18:00,16,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-RE-AWR,2025-01-27,10:11:00,11:10:00,10:27:00,11:31:00,21,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-AWR-BKI,2025-01-27,11:19:00,12:12:00,11:41:00,12:38:00,26,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-BKI-JP,2025-01-27,12:21:00,13:27:00,12:48:00,13:56:00,29,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-NDLS-RE,2025-01-27,09:27:00,10:29:00,09:40:00,10:44:00,15,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-RE-AWR,2025-01-27,10:38:00,11:37:00,10:53:00,11:54:00,17,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-AWR-BKI,2025-01-27,11:46:00,12:39:00,12:05:00,13:02:00,23,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-BKI-JP,2025-01-27,12:48:00,13:54:00,13:11:00,14:17:00,23,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-NDLS-RE,2025-01-27,09:54:00,10:56:00,10:09:00,11:16:00,20,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-RE-AWR,2025-01-27,11:05:00,12:04:00,11:27:00,12:32:00,28,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-AWR-BKI,2025-01-27,12:13:00,13:06:00,12:42:00,13:39:00,33,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-BKI-JP,2025-01-27,13:15:00,14:21:00,13:52:00,15:03:00,42,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-NDLS-RE,2025-01-27,10:21:00,11:23:00,10:32:00,11:38:00,15,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-RE-AWR,2025-01-27,11:32:00,12:31:00,11:51:00,12:55:00,24,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-AWR-BKI,2025-01-27,12:40:00,13:33:00,13:05:00,14:01:00,28,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-BKI-JP,2025-01-27,13:42:00,14:48:00,14:10:00,15:23:00,35,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-NDLS-RE,2025-01-27,10:48:00,11:50:00,10:55:00,12:00:00,10,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-RE-AWR,2025-01-27,11:59:00,12:58:00,12:11:00,13:13:00,15,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-AWR-BKI,2025-01-27,13:07:00,14:00:00,13:25:00,14:21:00,21,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-BKI-JP,2025-01-27,14:09:00,15:15:00,14:30:00,15:40:00,25,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-NDLS-RE,2025-01-27,11:15:00,12:17:00,11:22:00,12:25:00,8,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-RE-AWR,2025-01-27,12:26:00,13:25:00,12:35:00,13:37:00,12,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-AWR-BKI,2025-01-27,13:34:00,14:27:00,13:47:00,14:40:00,13,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-BKI-JP,2025-01-27,14:36:00,15:42:00,14:49:00,15:59:00,17,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-NDLS-RE,2025-01-27,11:42:00,12:44:00,11:58:00,13:01:00,17,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-RE-AWR,2025-01-27,12:53:00,13:52:00,13:11:00,14:13:00,21,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-AWR-BKI,2025-01-27,14:01:00,14:54:00,14:24:00,15:19:00,25,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-BKI-JP,2025-01-27,15:03:00,16:09:00,15:30:00,16:40:00,31,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-NDLS-RE,2025-01-27,12:09:00,13:11:00,12:15:00,13:19:00,8,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-RE-AWR,2025-01-27,13:20:00,14:19:00,13:29:00,14:33:00,14,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-AWR-BKI,2025-01-27,14:28:00,15:21:00,14:43:00,15:39:00,18,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-BKI-JP,2025-01-27,15:30:00,16:36:00,15:49:00,16:59:00,23,MEDIUM
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-NDLS-RE,2025-01-27,12:36:00,13:58:00,12:41:00,14:03:00,5,LOW
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-RE-AWR,2025-01-27,14:10:00,15:28:00,14:16:00,15:37:00,9,LOW
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-AWR-BKI,2025-01-27,15:40:00,16:51:00,15:49:00,17:04:00,13,LOW
TRN-12019,Synthetic Corridor Freight 19,FREIGHT,SEC-BKI-JP,2025-01-27,17:03:00,18:31:00,17:16:00,18:47:00,16,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-NDLS-RE,2025-01-27,13:30:00,14:52:00,13:42:00,15:07:00,15,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-RE-AWR,2025-01-27,15:04:00,16:22:00,15:19:00,16:38:00,16,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-AWR-BKI,2025-01-27,16:34:00,17:45:00,16:50:00,18:07:00,22,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-BKI-JP,2025-01-27,17:57:00,19:25:00,18:20:00,19:52:00,27,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-NDLS-RE,2025-01-27,13:57:00,15:19:00,14:05:00,15:30:00,11,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-RE-AWR,2025-01-27,15:31:00,16:49:00,15:43:00,17:08:00,19,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-AWR-BKI,2025-01-27,17:01:00,18:12:00,17:20:00,18:32:00,20,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-BKI-JP,2025-01-27,18:24:00,19:52:00,18:44:00,20:13:00,21,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-NDLS-RE,2025-01-27,14:24:00,15:46:00,14:36:00,16:04:00,18,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-RE-AWR,2025-01-27,15:58:00,17:16:00,16:20:00,17:40:00,24,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-AWR-BKI,2025-01-27,17:28:00,18:39:00,17:55:00,19:09:00,30,LOW
TRN-12023,Synthetic Corridor Freight 23,FREIGHT,SEC-BKI-JP,2025-01-27,18:51:00,20:19:00,19:23:00,20:53:00,34,LOW
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-NDLS-RE,2025-01-28,04:30:00,05:22:00,04:37:00,05:31:00,9,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-RE-AWR,2025-01-28,05:28:00,06:18:00,05:38:00,06:29:00,11,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-AWR-BKI,2025-01-28,06:24:00,07:09:00,06:40:00,07:28:00,19,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-BKI-JP,2025-01-28,07:15:00,08:10:00,07:34:00,08:31:00,21,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-NDLS-RE,2025-01-28,04:57:00,05:49:00,04:59:00,05:53:00,4,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-RE-AWR,2025-01-28,05:55:00,06:45:00,05:59:00,06:51:00,6,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-AWR-BKI,2025-01-28,06:51:00,07:36:00,06:57:00,07:43:00,7,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-BKI-JP,2025-01-28,07:42:00,08:37:00,07:50:00,08:46:00,9,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-NDLS-RE,2025-01-28,05:51:00,06:43:00,05:54:00,06:46:00,3,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-RE-AWR,2025-01-28,06:49:00,07:39:00,06:52:00,07:43:00,4,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-AWR-BKI,2025-01-28,07:45:00,08:30:00,07:49:00,08:34:00,4,HIGH
TRN-12004,Synthetic Corridor Express 04,EXPRESS,SEC-BKI-JP,2025-01-28,08:36:00,09:31:00,08:43:00,09:41:00,10,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-NDLS-RE,2025-01-28,06:18:00,07:10:00,06:18:00,07:11:00,1,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-RE-AWR,2025-01-28,07:16:00,08:06:00,07:17:00,08:08:00,2,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-AWR-BKI,2025-01-28,08:12:00,08:57:00,08:16:00,09:02:00,5,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-BKI-JP,2025-01-28,09:03:00,09:58:00,09:09:00,10:04:00,6,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-NDLS-RE,2025-01-28,06:45:00,07:37:00,06:51:00,07:44:00,7,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-RE-AWR,2025-01-28,07:43:00,08:33:00,07:50:00,08:42:00,9,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-AWR-BKI,2025-01-28,08:39:00,09:24:00,08:48:00,09:36:00,12,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-BKI-JP,2025-01-28,09:30:00,10:25:00,09:44:00,10:39:00,14,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-NDLS-RE,2025-01-28,07:39:00,08:31:00,07:44:00,08:38:00,7,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-RE-AWR,2025-01-28,08:37:00,09:27:00,08:44:00,09:35:00,8,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-AWR-BKI,2025-01-28,09:33:00,10:18:00,09:42:00,10:28:00,10,HIGH
TRN-12008,Synthetic Corridor Express 08,EXPRESS,SEC-BKI-JP,2025-01-28,10:24:00,11:19:00,10:34:00,11:31:00,12,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-NDLS-RE,2025-01-28,08:06:00,08:58:00,08:12:00,09:07:00,9,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-RE-AWR,2025-01-28,09:04:00,09:54:00,09:14:00,10:04:00,10,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-AWR-BKI,2025-01-28,10:00:00,10:45:00,10:11:00,10:56:00,11,HIGH
TRN-12009,Synthetic Corridor Express 09,EXPRESS,SEC-BKI-JP,2025-01-28,10:51:00,11:46:00,11:02:00,11:57:00,11,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-NDLS-RE,2025-01-28,08:33:00,09:25:00,08:36:00,09:28:00,3,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-RE-AWR,2025-01-28,09:31:00,10:21:00,09:34:00,10:25:00,4,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-AWR-BKI,2025-01-28,10:27:00,11:12:00,10:31:00,11:16:00,4,HIGH
TRN-12010,Synthetic Corridor Express 10,EXPRESS,SEC-BKI-JP,2025-01-28,11:18:00,12:13:00,11:23:00,12:21:00,8,HIGH
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-NDLS-RE,2025-01-28,09:00:00,10:02:00,09:08:00,10:11:00,9,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-RE-AWR,2025-01-28,10:11:00,11:10:00,10:20:00,11:19:00,9,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-AWR-BKI,2025-01-28,11:19:00,12:12:00,11:29:00,12:25:00,13,MEDIUM
TRN-12011,Synthetic Corridor Passenger 11,PASSENGER,SEC-BKI-JP,2025-01-28,12:21:00,13:27:00,12:34:00,13:40:00,13,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-NDLS-RE,2025-01-28,09:27:00,10:29:00,09:36:00,10:38:00,9,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-RE-AWR,2025-01-28,10:38:00,11:37:00,10:50:00,11:49:00,12,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-AWR-BKI,2025-01-28,11:46:00,12:39:00,11:58:00,12:52:00,13,MEDIUM
TRN-12012,Synthetic Corridor Passenger 12,PASSENGER,SEC-BKI-JP,2025-01-28,12:48:00,13:54:00,13:03:00,14:10:00,16,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-NDLS-RE,2025-01-28,09:54:00,10:56:00,09:59:00,11:03:00,7,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-RE-AWR,2025-01-28,11:05:00,12:04:00,11:13:00,12:13:00,9,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-AWR-BKI,2025-01-28,12:13:00,13:06:00,12:23:00,13:17:00,11,MEDIUM
TRN-12013,Synthetic Corridor Passenger 13,PASSENGER,SEC-BKI-JP,2025-01-28,13:15:00,14:21:00,13:27:00,14:34:00,13,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-NDLS-RE,2025-01-28,10:21:00,11:23:00,10:28:00,11:31:00,8,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-RE-AWR,2025-01-28,11:32:00,12:31:00,11:40:00,12:40:00,9,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-AWR-BKI,2025-01-28,12:40:00,13:33:00,12:49:00,13:45:00,12,MEDIUM
TRN-12014,Synthetic Corridor Passenger 14,PASSENGER,SEC-BKI-JP,2025-01-28,13:42:00,14:48:00,13:56:00,15:02:00,14,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-NDLS-RE,2025-01-28,10:48:00,11:50:00,10:57:00,12:01:00,11,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-RE-AWR,2025-01-28,11:59:00,12:58:00,12:11:00,13:12:00,14,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-AWR-BKI,2025-01-28,13:07:00,14:00:00,13:23:00,14:17:00,17,MEDIUM
TRN-12015,Synthetic Corridor Passenger 15,PASSENGER,SEC-BKI-JP,2025-01-28,14:09:00,15:15:00,14:27:00,15:33:00,18,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-NDLS-RE,2025-01-28,11:15:00,12:17:00,11:19:00,12:21:00,4,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-RE-AWR,2025-01-28,12:26:00,13:25:00,12:32:00,13:33:00,8,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-AWR-BKI,2025-01-28,13:34:00,14:27:00,13:43:00,14:36:00,9,MEDIUM
TRN-12016,Synthetic Corridor Passenger 16,PASSENGER,SEC-BKI-JP,2025-01-28,14:36:00,15:42:00,14:46:00,15:53:00,11,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-NDLS-RE,2025-01-28,11:42:00,12:44:00,11:49:00,12:52:00,8,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-RE-AWR,2025-01-28,12:53:00,13:52:00,13:02:00,14:01:00,9,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-AWR-BKI,2025-01-28,14:01:00,14:54:00,14:12:00,15:08:00,14,MEDIUM
TRN-12017,Synthetic Corridor Passenger 17,PASSENGER,SEC-BKI-JP,2025-01-28,15:03:00,16:09:00,15:17:00,16:24:00,15,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-NDLS-RE,2025-01-28,12:09:00,13:11:00,12:12:00,13:14:00,3,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-RE-AWR,2025-01-28,13:20:00,14:19:00,13:23:00,14:23:00,4,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-AWR-BKI,2025-01-28,14:28:00,15:21:00,14:33:00,15:26:00,5,MEDIUM
TRN-12018,Synthetic Corridor Passenger 18,PASSENGER,SEC-BKI-JP,2025-01-28,15:30:00,16:36:00,15:36:00,16:43:00,7,MEDIUM
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-NDLS-RE,2025-01-28,13:03:00,14:25:00,13:08:00,14:36:00,11,LOW
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-RE-AWR,2025-01-28,14:37:00,15:55:00,14:48:00,16:07:00,12,LOW
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-AWR-BKI,2025-01-28,16:07:00,17:18:00,16:19:00,17:30:00,12,LOW
TRN-12020,Synthetic Corridor Freight 20,FREIGHT,SEC-BKI-JP,2025-01-28,17:30:00,18:58:00,17:42:00,19:11:00,13,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-NDLS-RE,2025-01-28,13:30:00,14:52:00,13:36:00,14:59:00,7,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-RE-AWR,2025-01-28,15:04:00,16:22:00,15:11:00,16:30:00,8,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-AWR-BKI,2025-01-28,16:34:00,17:45:00,16:42:00,17:55:00,10,LOW
TRN-12021,Synthetic Corridor Freight 21,FREIGHT,SEC-BKI-JP,2025-01-28,17:57:00,19:25:00,18:07:00,19:36:00,11,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-NDLS-RE,2025-01-28,13:57:00,15:19:00,14:03:00,15:27:00,8,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-RE-AWR,2025-01-28,15:31:00,16:49:00,15:40:00,17:02:00,13,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-AWR-BKI,2025-01-28,17:01:00,18:12:00,17:14:00,18:30:00,18,LOW
TRN-12022,Synthetic Corridor Freight 22,FREIGHT,SEC-BKI-JP,2025-01-28,18:24:00,19:52:00,18:42:00,20:13:00,21,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-NDLS-RE,2025-01-28,14:51:00,16:13:00,14:56:00,16:18:00,5,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-RE-AWR,2025-01-28,16:25:00,17:43:00,16:31:00,17:50:00,7,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-AWR-BKI,2025-01-28,17:55:00,19:06:00,18:02:00,19:17:00,11,LOW
TRN-12024,Synthetic Corridor Freight 24,FREIGHT,SEC-BKI-JP,2025-01-28,19:18:00,20:46:00,19:30:00,21:02:00,16,LOW
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-NDLS-RE,2025-01-29,04:30:00,05:22:00,04:30:00,05:22:00,0,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-RE-AWR,2025-01-29,05:28:00,06:18:00,05:29:00,06:20:00,2,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-AWR-BKI,2025-01-29,06:24:00,07:09:00,06:26:00,07:11:00,2,HIGH
TRN-12001,Synthetic Corridor Express 01,EXPRESS,SEC-BKI-JP,2025-01-29,07:15:00,08:10:00,07:17:00,08:13:00,3,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-NDLS-RE,2025-01-29,04:57:00,05:49:00,04:58:00,05:50:00,1,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-RE-AWR,2025-01-29,05:55:00,06:45:00,05:57:00,06:48:00,3,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-AWR-BKI,2025-01-29,06:51:00,07:36:00,06:55:00,07:40:00,4,HIGH
TRN-12002,Synthetic Corridor Express 02,EXPRESS,SEC-BKI-JP,2025-01-29,07:42:00,08:37:00,07:46:00,08:41:00,4,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-NDLS-RE,2025-01-29,05:24:00,06:16:00,05:25:00,06:18:00,2,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-RE-AWR,2025-01-29,06:22:00,07:12:00,06:24:00,07:15:00,3,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-AWR-BKI,2025-01-29,07:18:00,08:03:00,07:21:00,08:09:00,6,HIGH
TRN-12003,Synthetic Corridor Express 03,EXPRESS,SEC-BKI-JP,2025-01-29,08:09:00,09:04:00,08:15:00,09:10:00,6,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-NDLS-RE,2025-01-29,06:18:00,07:10:00,06:21:00,07:13:00,3,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-RE-AWR,2025-01-29,07:16:00,08:06:00,07:19:00,08:09:00,3,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-AWR-BKI,2025-01-29,08:12:00,08:57:00,08:16:00,09:01:00,4,HIGH
TRN-12005,Synthetic Corridor Express 05,EXPRESS,SEC-BKI-JP,2025-01-29,09:03:00,09:58:00,09:08:00,10:03:00,5,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-NDLS-RE,2025-01-29,06:45:00,07:37:00,06:46:00,07:38:00,1,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-RE-AWR,2025-01-29,07:43:00,08:33:00,07:44:00,08:34:00,1,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-AWR-BKI,2025-01-29,08:39:00,09:24:00,08:40:00,09:25:00,1,HIGH
TRN-12006,Synthetic Corridor Express 06,EXPRESS,SEC-BKI-JP,2025-01-29,09:30:00,10:25:00,09:31:00,10:27:00,2,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-NDLS-RE,2025-01-29,07:12:00,08:04:00,07:15:00,08:08:00,4,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-RE-AWR,2025-01-29,08:10:00,09:00:00,08:14:00,09:05:00,5,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-AWR-BKI,2025-01-29,09:06:00,09:51:00,09:11:00,09:56:00,5,HIGH
TRN-12007,Synthetic Corridor Express 07,EXPRESS,SEC-BKI-JP,2025-01-29,09:57:00,10:52:00,10:02:00,10:58:00,6,HIGH
